Context_ID,Group,Retailer,Store,Date,Hour,Product_Number,Product_Name,Group_Respondents,Actual_Price,Peer_Group_Count,Peer_Group_Unique_Prices,Peer_Group_Min,Peer_Group_Median,Peer_Group_Max,Peer_Deviation_Pct,Peer_Max_Min_Spread_Pct,Peer_Price_Position,OOF_Predicted_Price,OOF_Model_Deviation_Pct,Evidence_Score,Evidence_Level,Final_Signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",3,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,2.7260828678410083,9.68118523733683,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",9,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,2.7260828678410083,9.68118523733683,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",10,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,2.7260828678410083,9.68118523733683,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",7,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,2.7260828678410083,9.68118523733683,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",3,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,2.7260828678410083,9.68118523733683,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,16,"Signature Select Farfalle, 12 oz.",3,1.35,5,2,1.35,1.49,1.49,-9.395973154362414,10.370370370370363,0.0,1.4965789588491565,-9.794268319920329,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,16,"Signature Select Farfalle, 12 oz.",9,1.49,5,2,1.35,1.49,1.49,0.0,10.370370370370363,1.0,1.4806868068114127,0.6289779273878082,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,16,"Signature Select Farfalle, 12 oz.",10,1.49,5,2,1.35,1.49,1.49,0.0,10.370370370370363,1.0,1.4806868068114127,0.6289779273878082,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,16,"Signature Select Farfalle, 12 oz.",7,1.49,5,2,1.35,1.49,1.49,0.0,10.370370370370363,1.0,1.4806868068114127,0.6289779273878082,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,16,"Signature Select Farfalle, 12 oz.",3,1.49,5,2,1.35,1.49,1.49,0.0,10.370370370370363,1.0,1.4806868068114127,0.6289779273878082,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",3,3.23,5,4,2.99,3.23,3.69,0.0,23.411371237458184,0.34285714285714264,2.9704446681877843,8.737928519320493,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",9,2.99,5,4,2.99,3.23,3.69,-7.430340557275539,23.411371237458184,0.0,2.9704446681877843,0.6583301154081456,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",10,2.99,5,4,2.99,3.23,3.69,-7.430340557275539,23.411371237458184,0.0,2.690300513629681,11.14000034018401,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",7,3.49,5,4,2.99,3.23,3.69,8.049535603715174,23.411371237458184,0.7142857142857145,2.9704446681877843,17.490826790225555,32.1981424148607,Noticeably above peers,Moderate signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,17,"Skippy Creamy Peanut Butter, 16 oz.",3,3.69,5,4,2.99,3.23,3.69,14.241486068111463,23.411371237458184,1.0,2.9704446681877843,24.223825460152494,56.96594427244585,Substantially above peers,High signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",3,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,3.3799384497407416,-11.536850612491234,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",9,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,3.3799384497407416,-11.536850612491234,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",10,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,3.3799384497407416,-11.536850612491234,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",7,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,3.3799384497407416,-11.536850612491234,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",3,2.99,5,1,2.99,2.99,2.99,0.0,0.0,0.5,3.3799384497407416,-11.536850612491234,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",3,4.31,5,4,4.31,4.69,4.89,-8.102345415778267,13.457076566125291,0.0,4.933448378846045,-12.637172439450406,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",9,4.69,5,4,4.31,4.69,4.89,0.0,13.457076566125291,0.6551724137931048,5.169574119962664,-9.276859347286571,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",10,4.69,5,4,4.31,4.69,4.89,0.0,13.457076566125291,0.6551724137931048,5.31756884769541,-11.801800139689645,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",7,4.59,5,4,4.31,4.69,4.89,-2.1321961620469176,13.457076566125291,0.4827586206896555,5.169574119962664,-11.211254670372151,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",3,4.89,5,4,4.31,4.69,4.89,4.264392324093791,13.457076566125291,1.0,5.169574119962664,-5.408068701115432,17.057569296375164,Slightly above peers,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",3,1.61,5,3,1.61,1.79,1.79,-10.05586592178771,11.18012422360248,0.0,2.6871515233967362,-40.08525436761175,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",9,1.79,5,3,1.61,1.79,1.79,0.0,11.18012422360248,1.0,2.6871515233967362,-33.38671137765531,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",10,1.79,5,3,1.61,1.79,1.79,0.0,11.18012422360248,1.0,2.6871515233967362,-33.38671137765531,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",7,1.69,5,3,1.61,1.79,1.79,-5.586592178770955,11.18012422360248,0.44444444444444375,2.6871515233967362,-37.10812414985334,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",3,1.79,5,3,1.61,1.79,1.79,0.0,11.18012422360248,1.0,2.6871515233967362,-33.38671137765531,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",3,19.43,5,3,19.43,21.99,21.99,-11.641655297862663,13.175501801338129,0.0,19.262878670522273,0.8675823190095855,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",9,19.99,5,3,19.43,21.99,21.99,-9.09504320145521,13.175501801338129,0.2187499999999996,19.262878670522273,3.7747282839424745,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",10,21.99,5,3,19.43,21.99,21.99,0.0,13.175501801338129,1.0,19.262878670522273,14.15739244441696,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",7,21.99,5,3,19.43,21.99,21.99,0.0,13.175501801338129,1.0,19.262878670522273,14.15739244441696,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",3,21.99,5,3,19.43,21.99,21.99,0.0,13.175501801338129,1.0,19.262878670522273,14.15739244441696,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,3,"Cheerios, 8.9 oz.",3,7.34,5,2,7.34,7.99,7.99,-8.135168961201511,8.855585831062674,0.0,11.173647174297415,-34.309721029279494,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,3,"Cheerios, 8.9 oz.",9,7.99,5,2,7.34,7.99,7.99,0.0,8.855585831062674,1.0,11.173647174297415,-28.492461992362838,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,3,"Cheerios, 8.9 oz.",10,7.99,5,2,7.34,7.99,7.99,0.0,8.855585831062674,1.0,11.173647174297415,-28.492461992362838,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,3,"Cheerios, 8.9 oz.",7,7.99,5,2,7.34,7.99,7.99,0.0,8.855585831062674,1.0,11.173647174297415,-28.492461992362838,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,3,"Cheerios, 8.9 oz.",3,7.99,5,2,7.34,7.99,7.99,0.0,8.855585831062674,1.0,11.173647174297415,-28.492461992362838,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",3,7.01,5,2,7.01,7.99,7.99,-12.265331664580737,13.980028530670477,0.0,7.441944317224246,-5.804186363293762,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",9,7.99,5,2,7.01,7.99,7.99,0.0,13.980028530670477,1.0,7.441944317224246,7.364415257814949,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",10,7.99,5,2,7.01,7.99,7.99,0.0,13.980028530670477,1.0,7.441944317224246,7.364415257814949,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",7,7.99,5,2,7.01,7.99,7.99,0.0,13.980028530670477,1.0,7.441944317224246,7.364415257814949,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,4,"Kellogg's Corn Flakes, 18 oz.",3,7.99,5,2,7.01,7.99,7.99,0.0,13.980028530670477,1.0,7.441944317224246,7.364415257814949,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,5,"Signature Select Corn Flakes, 18 oz.",3,4.99,5,1,4.99,4.99,4.99,0.0,0.0,0.5,3.4703009525567907,43.7915635623346,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,5,"Signature Select Corn Flakes, 18 oz.",9,4.99,5,1,4.99,4.99,4.99,0.0,0.0,0.5,3.4703009525567907,43.7915635623346,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-C,Safeway,Safeway-DC1,2025-09-04,12:00 EST,5,"Signature Select Corn Flakes, 18 oz.",10,4.99,5,1,4.99,4.99,4.99,0.0,0.0,0.5,3.4703009525567907,43.7915635623346,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-D,Safeway,Safeway-DC1,2025-09-04,12:00 EST,5,"Signature Select Corn Flakes, 18 oz.",7,4.99,5,1,4.99,4.99,4.99,0.0,0.0,0.5,3.4703009525567907,43.7915635623346,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-E,Safeway,Safeway-DC1,2025-09-04,12:00 EST,5,"Signature Select Corn Flakes, 18 oz.",3,4.99,5,1,4.99,4.99,4.99,0.0,0.0,0.5,3.4703009525567907,43.7915635623346,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-A,Safeway,Safeway-DC1,2025-09-04,12:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",3,6.47,5,2,6.47,6.99,6.99,-7.439198855507878,8.037094281298307,0.0,8.939043212144009,-27.620889099067412,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-B,Safeway,Safeway-DC1,2025-09-04,12:00 EST,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",9,6.99,5,2,6.47,6.99,6.99,0.0,8.037094281298307,1.0,9.376295917527505,-25.45030509400521,0.0,Within observed peer range,Low signal
