Context_ID,Group,Retailer,Store,Product_Number,Product_Name,Observed_Price,Lowest_Peer_Price,Typical_Peer_Price,Highest_Peer_Price,Price_Above_Typical_Pct,Context_Price_Spread_Pct,Comparison_Group_Count,Evidence_Score,Evidence_Level,Final_Signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_12,1-E,Safeway,Safeway-DC1,12,"Heinz Tomato Ketchup, 20 oz.",5.99,5.99,5.99,5.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_13,1-A,Safeway,Safeway-DC1,13,"Quaker 1-Minute Oats, 42 oz.",8.99,8.99,8.99,9.79,0.0,8.898776418242479,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_13,1-B,Safeway,Safeway-DC1,13,"Quaker 1-Minute Oats, 42 oz.",8.99,8.99,8.99,9.79,0.0,8.898776418242479,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_13,1-C,Safeway,Safeway-DC1,13,"Quaker 1-Minute Oats, 42 oz.",8.99,8.99,8.99,9.79,0.0,8.898776418242479,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_13,1-D,Safeway,Safeway-DC1,13,"Quaker 1-Minute Oats, 42 oz.",8.99,8.99,8.99,9.79,0.0,8.898776418242479,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_13,1-E,Safeway,Safeway-DC1,13,"Quaker 1-Minute Oats, 42 oz.",9.79,8.99,8.99,9.79,8.898776418242482,8.898776418242479,5,35.59510567296993,Noticeably above peers,Moderate signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_14,1-A,Safeway,Safeway-DC1,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6.47,6.47,6.99,6.99,-7.439198855507878,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_14,1-B,Safeway,Safeway-DC1,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_14,1-C,Safeway,Safeway-DC1,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_14,1-D,Safeway,Safeway-DC1,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_14,1-E,Safeway,Safeway-DC1,14,"Signature Select Quick One Minute Oatmeal, 42 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-A,Safeway,Safeway-DC1,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-B,Safeway,Safeway-DC1,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-C,Safeway,Safeway-DC1,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-D,Safeway,Safeway-DC1,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_15,1-E,Safeway,Safeway-DC1,15,"Barilla Farfalle, Pasta Made with Durum Wheat, 16 oz.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-A,Safeway,Safeway-DC1,16,"Signature Select Farfalle, 12 oz.",1.35,1.35,1.49,1.49,-9.395973154362414,10.370370370370363,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-B,Safeway,Safeway-DC1,16,"Signature Select Farfalle, 12 oz.",1.49,1.35,1.49,1.49,0.0,10.370370370370363,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-C,Safeway,Safeway-DC1,16,"Signature Select Farfalle, 12 oz.",1.49,1.35,1.49,1.49,0.0,10.370370370370363,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-D,Safeway,Safeway-DC1,16,"Signature Select Farfalle, 12 oz.",1.49,1.35,1.49,1.49,0.0,10.370370370370363,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_16,1-E,Safeway,Safeway-DC1,16,"Signature Select Farfalle, 12 oz.",1.49,1.35,1.49,1.49,0.0,10.370370370370363,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-A,Safeway,Safeway-DC1,17,"Skippy Creamy Peanut Butter, 16 oz.",3.23,2.99,3.23,3.69,0.0,23.411371237458184,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-B,Safeway,Safeway-DC1,17,"Skippy Creamy Peanut Butter, 16 oz.",2.99,2.99,3.23,3.69,-7.430340557275539,23.411371237458184,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-C,Safeway,Safeway-DC1,17,"Skippy Creamy Peanut Butter, 16 oz.",2.99,2.99,3.23,3.69,-7.430340557275539,23.411371237458184,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-D,Safeway,Safeway-DC1,17,"Skippy Creamy Peanut Butter, 16 oz.",3.49,2.99,3.23,3.69,8.049535603715174,23.411371237458184,5,32.1981424148607,Noticeably above peers,Moderate signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_17,1-E,Safeway,Safeway-DC1,17,"Skippy Creamy Peanut Butter, 16 oz.",3.69,2.99,3.23,3.69,14.241486068111463,23.411371237458184,5,56.96594427244585,Substantially above peers,High signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-A,Safeway,Safeway-DC1,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-B,Safeway,Safeway-DC1,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-C,Safeway,Safeway-DC1,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-D,Safeway,Safeway-DC1,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_18,1-E,Safeway,Safeway-DC1,18,"Mission Super Soft Taco Flour Tortillas, 10 ct.",2.99,2.99,2.99,2.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-A,Safeway,Safeway-DC1,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4.31,4.31,4.69,4.89,-8.102345415778267,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-B,Safeway,Safeway-DC1,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4.69,4.31,4.69,4.89,0.0,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-C,Safeway,Safeway-DC1,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4.69,4.31,4.69,4.89,0.0,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-D,Safeway,Safeway-DC1,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4.59,4.31,4.69,4.89,-2.1321961620469176,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_19,1-E,Safeway,Safeway-DC1,19,"Oscar Mayer Deli Fresh Honey Smoked Turkey Breast Sliced Sandwich Lunch Meat, 9 oz.",4.89,4.31,4.69,4.89,4.264392324093791,13.457076566125291,5,17.057569296375164,Slightly above peers,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-A,Safeway,Safeway-DC1,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",1.61,1.61,1.79,1.79,-10.05586592178771,11.18012422360248,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-B,Safeway,Safeway-DC1,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",1.79,1.61,1.79,1.79,0.0,11.18012422360248,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-C,Safeway,Safeway-DC1,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",1.79,1.61,1.79,1.79,0.0,11.18012422360248,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-D,Safeway,Safeway-DC1,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",1.69,1.61,1.79,1.79,-5.586592178770955,11.18012422360248,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_2,1-E,Safeway,Safeway-DC1,2,"Signature Farms Carrots, Baby-Cut, Peeled, 16 oz.",1.79,1.61,1.79,1.79,0.0,11.18012422360248,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-A,Safeway,Safeway-DC1,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",19.43,19.43,21.99,21.99,-11.641655297862663,13.175501801338129,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-B,Safeway,Safeway-DC1,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",19.99,19.43,21.99,21.99,-9.09504320145521,13.175501801338129,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-C,Safeway,Safeway-DC1,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",21.99,19.43,21.99,21.99,0.0,13.175501801338129,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-D,Safeway,Safeway-DC1,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",21.99,19.43,21.99,21.99,0.0,13.175501801338129,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_20,1-E,Safeway,Safeway-DC1,20,"CLIF BAR Chocolate Chip Energy Bars, 10 Energy Bars, 10 x 2.4 oz.",21.99,19.43,21.99,21.99,0.0,13.175501801338129,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-A,Safeway,Safeway-DC1,3,"Cheerios, 8.9 oz.",7.34,7.34,7.99,7.99,-8.135168961201511,8.855585831062674,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-B,Safeway,Safeway-DC1,3,"Cheerios, 8.9 oz.",7.99,7.34,7.99,7.99,0.0,8.855585831062674,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-C,Safeway,Safeway-DC1,3,"Cheerios, 8.9 oz.",7.99,7.34,7.99,7.99,0.0,8.855585831062674,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-D,Safeway,Safeway-DC1,3,"Cheerios, 8.9 oz.",7.99,7.34,7.99,7.99,0.0,8.855585831062674,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_3,1-E,Safeway,Safeway-DC1,3,"Cheerios, 8.9 oz.",7.99,7.34,7.99,7.99,0.0,8.855585831062674,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-A,Safeway,Safeway-DC1,4,"Kellogg's Corn Flakes, 18 oz.",7.01,7.01,7.99,7.99,-12.265331664580737,13.980028530670477,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-B,Safeway,Safeway-DC1,4,"Kellogg's Corn Flakes, 18 oz.",7.99,7.01,7.99,7.99,0.0,13.980028530670477,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-C,Safeway,Safeway-DC1,4,"Kellogg's Corn Flakes, 18 oz.",7.99,7.01,7.99,7.99,0.0,13.980028530670477,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-D,Safeway,Safeway-DC1,4,"Kellogg's Corn Flakes, 18 oz.",7.99,7.01,7.99,7.99,0.0,13.980028530670477,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_4,1-E,Safeway,Safeway-DC1,4,"Kellogg's Corn Flakes, 18 oz.",7.99,7.01,7.99,7.99,0.0,13.980028530670477,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-A,Safeway,Safeway-DC1,5,"Signature Select Corn Flakes, 18 oz.",4.99,4.99,4.99,4.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-B,Safeway,Safeway-DC1,5,"Signature Select Corn Flakes, 18 oz.",4.99,4.99,4.99,4.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-C,Safeway,Safeway-DC1,5,"Signature Select Corn Flakes, 18 oz.",4.99,4.99,4.99,4.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-D,Safeway,Safeway-DC1,5,"Signature Select Corn Flakes, 18 oz.",4.99,4.99,4.99,4.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_5,1-E,Safeway,Safeway-DC1,5,"Signature Select Corn Flakes, 18 oz.",4.99,4.99,4.99,4.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-A,Safeway,Safeway-DC1,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6.47,6.47,6.99,6.99,-7.439198855507878,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-B,Safeway,Safeway-DC1,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-C,Safeway,Safeway-DC1,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-D,Safeway,Safeway-DC1,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_6,1-E,Safeway,Safeway-DC1,6,"Ruffles Original Potato Chips, Party Size, 13 oz.",6.99,6.47,6.99,6.99,0.0,8.037094281298307,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-A,Safeway,Safeway-DC1,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-B,Safeway,Safeway-DC1,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-C,Safeway,Safeway-DC1,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-D,Safeway,Safeway-DC1,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_7,1-E,Safeway,Safeway-DC1,7,"Premium Original Saltine Crackers, Lunch Snacks, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-A,Safeway,Safeway-DC1,8,"Signature Select Saltine Crackers, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-B,Safeway,Safeway-DC1,8,"Signature Select Saltine Crackers, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-C,Safeway,Safeway-DC1,8,"Signature Select Saltine Crackers, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-D,Safeway,Safeway-DC1,8,"Signature Select Saltine Crackers, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_8,1-E,Safeway,Safeway-DC1,8,"Signature Select Saltine Crackers, 16 oz.",3.99,3.99,3.99,3.99,0.0,0.0,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-A,Safeway,Safeway-DC1,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",4.31,4.31,4.89,4.89,-11.860940695296529,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-B,Safeway,Safeway-DC1,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",4.69,4.31,4.89,4.89,-4.089979550102241,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-C,Safeway,Safeway-DC1,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",4.89,4.31,4.89,4.89,0.0,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-D,Safeway,Safeway-DC1,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",4.89,4.31,4.89,4.89,0.0,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC1_2025-09-04_12:00 EST_9,1-E,Safeway,Safeway-DC1,9,"Wheat Thins Original Snacks, Whole Grain Wheat Crackers, 9 oz.",4.89,4.31,4.89,4.89,0.0,13.457076566125291,5,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-A,Safeway,Safeway-DC2,10,"Lucerne Eggs, Large, 12 ct.",4.69,4.28,4.59,4.69,2.178649237472774,9.579439252336451,4,8.714596949891096,Slightly above peers,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-B,Safeway,Safeway-DC2,10,"Lucerne Eggs, Large, 12 ct.",4.59,4.28,4.59,4.69,0.0,9.579439252336451,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-C,Safeway,Safeway-DC2,10,"Lucerne Eggs, Large, 12 ct.",4.59,4.28,4.59,4.69,0.0,9.579439252336451,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_10,5-D,Safeway,Safeway-DC2,10,"Lucerne Eggs, Large, 12 ct.",4.28,4.28,4.59,4.69,-6.753812636165568,9.579439252336451,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-A,Safeway,Safeway-DC2,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",10.99,10.99,10.99,11.59,0.0,5.459508644222017,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-B,Safeway,Safeway-DC2,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",10.99,10.99,10.99,11.59,0.0,5.459508644222017,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-C,Safeway,Safeway-DC2,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",10.99,10.99,10.99,11.59,0.0,5.459508644222017,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_11,5-D,Safeway,Safeway-DC2,11,"KIND Dark Chocolate Nuts & Sea Salt, 6 bars",11.59,10.99,10.99,11.59,5.459508644222022,5.459508644222017,4,21.838034576888088,Noticeably above peers,Moderate signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-A,Safeway,Safeway-DC2,12,"Heinz Tomato Ketchup, 20 oz.",4.99,4.99,4.99,4.99,0.0,0.0,4,0.0,Within observed peer range,Low signal
Safeway_Safeway-DC2_2025-09-10_11:00 EST_12,5-B,Safeway,Safeway-DC2,12,"Heinz Tomato Ketchup, 20 oz.",4.99,4.99,4.99,4.99,0.0,0.0,4,0.0,Within observed peer range,Low signal
